year,month,v1,v2
1960,3,-0.316,0.643
1960,4,-0.178,0.781
1960,5,-0.156,0.803
1960,6,-0.029,0.93
1960,7,-0.028,0.931
1960,8,0.009,0.968
1960,9,0.063,1.022
1960,10,-0.025,0.934
1960,11,-0.149,0.81
1960,12,0.146,1.105
1961,1,0.05,1.009
1961,2,0.182,1.141
1961,3,0.096,1.055
1961,4,0.098,1.057
1961,5,0.087,1.046
1961,6,0.11,1.069
1961,7,0.019,0.978
1961,8,0.034,0.993
1961,9,-0.027,0.932
1961,10,-0.031,0.928
1961,11,-0.018,0.941
1961,12,-0.114,0.845
1962,1,0.055,1.014
1962,2,0.137,1.096
1962,3,0.029,0.988
1962,4,0.026,0.985
1962,5,-0.045,0.914
1962,6,-0.053,0.906
1962,7,0.017,0.976
1962,8,-0.003,0.956
1962,9,-0.014,0.945
1962,10,0.045,1.004
1962,11,0.013,0.972
1962,12,-0.011,0.948
1963,1,-0.045,0.914
1963,2,0.15,1.109
1963,3,-0.146,0.813
1963,4,-0.067,0.892
1963,5,-0.021,0.938
1963,6,-0.034,0.925
1963,7,0.11,1.069
1963,8,0.128,1.087
1963,9,0.129,1.088
1963,10,0.225,1.184
1963,11,0.161,1.12
1963,12,-0.007,0.952
1964,1,-0.053,0.906
1964,2,-0.127,0.832
1964,3,-0.279,0.68
1964,4,-0.247,0.712
1964,5,-0.176,0.783
1964,6,-0.159,0.8
1964,7,-0.172,0.787
1964,8,-0.256,0.703
1964,9,-0.283,0.676
1964,10,-0.267,0.692
1964,11,-0.297,0.662
1964,12,-0.353,0.606
1965,1,-0.105,0.854
1965,2,-0.247,0.712
1965,3,-0.218,0.741
1965,4,-0.255,0.704
1965,5,-0.162,0.797
1965,6,-0.11,0.849
1965,7,-0.179,0.78
1965,8,-0.107,0.852
1965,9,-0.09,0.869
1965,10,-0.025,0.934
1965,11,-0.135,0.824
1965,12,-0.065,0.894
1966,1,-0.095,0.864
1966,2,-0.094,0.865
1966,3,-0.066,0.893
1966,4,-0.107,0.852
1966,5,-0.14,0.819
1966,6,0.036,0.995
1966,7,0.031,0.99
1966,8,-0.019,0.94
1966,9,-0.039,0.92
1966,10,-0.106,0.853
1966,11,-0.095,0.864
1966,12,-0.137,0.822
1967,1,-0.167,0.792
1967,2,-0.235,0.724
1967,3,-0.048,0.911
1967,4,-0.063,0.896
1967,5,0.077,1.036
1967,6,-0.083,0.876
1967,7,-0.064,0.895
1967,8,-0.063,0.896
1967,9,-0.096,0.863
1967,10,0.06,1.019
1967,11,-0.061,0.898
1967,12,-0.148,0.811
1968,1,-0.24,0.719
1968,2,-0.213,0.746
1968,3,0.039,0.998
1968,4,-0.169,0.79
1968,5,-0.221,0.738
1968,6,-0.107,0.852
1968,7,-0.102,0.857
1968,8,-0.057,0.902
1968,9,-0.086,0.873
1968,10,-0.02,0.939
1968,11,-0.071,0.888
1968,12,-0.109,0.85
1969,1,-0.168,0.791
1969,2,-0.167,0.792
1969,3,-0.005,0.954
1969,4,0.105,1.064
1969,5,0.132,1.091
1969,6,0.024,0.983
1969,7,0.038,0.997
1969,8,0.053,1.012
1969,9,0.017,0.976
1969,10,0.027,0.986
1969,11,0.132,1.091
1969,12,0.196,1.155
1970,1,0.073,1.032
1970,2,0.145,1.104
1970,3,-0.068,0.891
1970,4,0.056,1.015
1970,5,-0.035,0.924
1970,6,-0.014,0.945
1970,7,-0.049,0.91
1970,8,-0.092,0.867
1970,9,-0.04,0.919
1970,10,-0.075,0.884
1970,11,-0.049,0.91
1970,12,-0.164,0.795
1971,1,-0.098,0.861
1971,2,-0.291,0.668
1971,3,-0.283,0.676
1971,4,-0.238,0.721
1971,5,-0.214,0.745
1971,6,-0.234,0.725
1971,7,-0.131,0.828
1971,8,-0.169,0.79
1971,9,-0.124,0.835
1971,10,-0.165,0.794
1971,11,-0.084,0.875
1971,12,-0.2,0.759
1972,1,-0.377,0.582
1972,2,-0.29,0.669
1972,3,-0.133,0.826
1972,4,-0.079,0.88
1972,5,-0.065,0.894
1972,6,0.006,0.965
1972,7,-0.021,0.938
1972,8,0.015,0.974
1972,9,-0.055,0.904
1972,10,0.005,0.964
1972,11,-0.001,0.958
1972,12,0.185,1.144
1973,1,0.147,1.106
1973,2,0.278,1.237
1973,3,0.225,1.184
1973,4,0.16,1.119
1973,5,0.086,1.045
1973,6,0.109,1.068
1973,7,0.026,0.985
1973,8,0.016,0.975
1973,9,-0.043,0.916
1973,10,-0.046,0.913
1973,11,-0.098,0.861
1973,12,-0.113,0.846
1974,1,-0.373,0.586
1974,2,-0.407,0.552
1974,3,-0.231,0.728
1974,4,-0.18,0.779
1974,5,-0.196,0.763
1974,6,-0.153,0.806
1974,7,-0.127,0.832
1974,8,-0.082,0.877
1974,9,-0.13,0.829
1974,10,-0.219,0.74
1974,11,-0.212,0.747
1974,12,-0.237,0.722
1975,1,-0.073,0.886
1975,2,-0.092,0.867
1975,3,-0.076,0.883
1975,4,-0.091,0.868
1975,5,-0.085,0.874
1975,6,-0.085,0.874
1975,7,-0.11,0.849
1975,8,-0.179,0.78
1975,9,-0.126,0.833
1975,10,-0.234,0.725
1975,11,-0.315,0.644
1975,12,-0.306,0.653
1976,1,-0.232,0.727
1976,2,-0.328,0.631
1976,3,-0.441,0.518
1976,4,-0.192,0.767
1976,5,-0.316,0.643
1976,6,-0.249,0.71
1976,7,-0.185,0.774
1976,8,-0.203,0.756
1976,9,-0.163,0.796
1976,10,-0.316,0.643
1976,11,-0.177,0.782
1976,12,-0.086,0.873
1977,1,-0.076,0.883
1977,2,0.076,1.035
1977,3,0.101,1.06
1977,4,0.095,1.054
1977,5,0.071,1.03
1977,6,0.11,1.069
1977,7,0.062,1.021
1977,8,-0.003,0.956
1977,9,0.033,0.992
1977,10,-0.006,0.953
1977,11,0.14,1.099
1977,12,-0.054,0.905
1978,1,0.014,0.973
1978,2,-0.038,0.921
1978,3,0.027,0.986
1978,4,-0.063,0.896
1978,5,-0.086,0.873
1978,6,-0.136,0.823
1978,7,-0.066,0.893
1978,8,-0.185,0.774
1978,9,-0.053,0.906
1978,10,-0.112,0.847
1978,11,0.047,1.006
1978,12,-0.101,0.858
1979,1,-0.035,0.924
1979,2,-0.14,0.819
1979,3,0.015,0.974
1979,4,-0.047,0.912
1979,5,-0.029,0.93
1979,6,0.059,1.018
1979,7,0.054,1.013
1979,8,0.081,1.04
1979,9,0.094,1.053
1979,10,0.133,1.092
1979,11,0.149,1.108
1979,12,0.356,1.315
1980,1,0.134,1.093
1980,2,0.22,1.179
1980,3,0.072,1.031
1980,4,0.144,1.103
1980,5,0.142,1.101
1980,6,0.072,1.031
1980,7,0.059,1.018
1980,8,0.038,0.997
1980,9,0.038,0.997
1980,10,0.011,0.97
1980,11,0.13,1.089
1980,12,0.057,1.016
1981,1,0.334,1.293
1981,2,0.198,1.157
1981,3,0.207,1.166
1981,4,0.129,1.088
1981,5,0.067,1.026
1981,6,0.125,1.084
1981,7,0.091,1.05
1981,8,0.122,1.081
1981,9,0.073,1.032
1981,10,0.004,0.963
1981,11,0.074,1.033
1981,12,0.266,1.225
1982,1,-0.046,0.913
1982,2,0.006,0.965
1982,3,-0.127,0.832
1982,4,0.027,0.986
1982,5,0.04,0.999
1982,6,-0.056,0.903
1982,7,-0.018,0.941
1982,8,-0.009,0.95
1982,9,0.074,1.033
1982,10,0.004,0.963
1982,11,-0.01,0.949
1982,12,0.252,1.211
1983,1,0.429,1.388
1983,2,0.31,1.269
1983,3,0.213,1.172
1983,4,0.116,1.075
1983,5,0.136,1.095
1983,6,0.136,1.095
1983,7,0.151,1.11
1983,8,0.2,1.159
1983,9,0.189,1.148
1983,10,0.098,1.057
1983,11,0.254,1.213
1983,12,0.086,1.045
1984,1,0.121,1.08
1984,2,0.018,0.977
1984,3,0.048,1.007
1984,4,-0.046,0.913
1984,5,0.091,1.05
1984,6,-0.014,0.945
1984,7,-0.035,0.924
1984,8,0.04,0.999
1984,9,0.033,0.992
1984,10,-0.021,0.938
1984,11,-0.122,0.837
1984,12,-0.275,0.684
1985,1,0.01,0.969
1985,2,-0.135,0.824
1985,3,-0.025,0.934
1985,4,-0.039,0.92
1985,5,-0.003,0.956
1985,6,-0.06,0.899
1985,7,-0.06,0.899
1985,8,0.027,0.986
1985,9,-0.031,0.928
1985,10,0.02,0.979
1985,11,-0.074,0.885
1985,12,0.014,0.973
1986,1,0.124,1.083
1986,2,0.09,1.049
1986,3,0.076,1.035
1986,4,0.08,1.039
1986,5,0.045,1.004
1986,6,0.05,1.009
1986,7,-0.003,0.956
1986,8,0.002,0.961
1986,9,0.011,0.97
1986,10,0.065,1.024
1986,11,-0.006,0.953
1986,12,0.01,0.969
1987,1,0.111,1.07
1987,2,0.299,1.258
1987,3,0.021,0.98
1987,4,0.094,1.053
1987,5,0.147,1.106
1987,6,0.127,1.086
1987,7,0.269,1.228
1987,8,0.236,1.195
1987,9,0.271,1.23
1987,10,0.202,1.161
1987,11,0.196,1.155
1987,12,0.32,1.279
1988,1,0.388,1.347
1988,2,0.232,1.191
1988,3,0.265,1.224
1988,4,0.226,1.185
1988,5,0.211,1.17
1988,6,0.221,1.18
1988,7,0.175,1.134
1988,8,0.178,1.137
1988,9,0.186,1.145
1988,10,0.14,1.099
1988,11,0.027,0.986
1988,12,0.149,1.108
1989,1,0.013,0.972
1989,2,0.149,1.108
1989,3,0.137,1.096
1989,4,0.081,1.04
1989,5,0.078,1.037
1989,6,0.077,1.036
1989,7,0.157,1.116
1989,8,0.178,1.137
1989,9,0.142,1.101
1989,10,0.15,1.109
1989,11,0.059,1.018
1989,12,0.203,1.162
1990,1,0.217,1.176
1990,2,0.307,1.266
1990,3,0.56,1.519
1990,4,0.368,1.327
1990,5,0.277,1.236
1990,6,0.277,1.236
1990,7,0.23,1.189
1990,8,0.25,1.209
1990,9,0.176,1.135
1990,10,0.332,1.291
1990,11,0.317,1.276
1990,12,0.247,1.206
1991,1,0.289,1.248
1991,2,0.294,1.253
1991,3,0.193,1.152
1991,4,0.386,1.345
1991,5,0.302,1.261
1991,6,0.305,1.264
1991,7,0.308,1.267
1991,8,0.259,1.218
1991,9,0.243,1.202
1991,10,0.185,1.144
1991,11,0.158,1.117
1991,12,0.128,1.087
1992,1,0.37,1.329
1992,2,0.316,1.275
1992,3,0.258,1.217
1992,4,0.14,1.099
1992,5,0.178,1.137
1992,6,0.125,1.084
1992,7,-0.018,0.941
1992,8,0.004,0.963
1992,9,-0.062,0.897
1992,10,-0.053,0.906
1992,11,-0.09,0.869
1992,12,0.079,1.038
1993,1,0.307,1.266
1993,2,0.253,1.212
1993,3,0.24,1.199
1993,4,0.131,1.09
1993,5,0.179,1.138
1993,6,0.177,1.136
1993,7,0.133,1.092
1993,8,0.094,1.053
1993,9,0.062,1.021
1993,10,0.099,1.058
1993,11,-0.041,0.918
1993,12,0.122,1.081
1994,1,0.179,1.138
1994,2,-0.052,0.907
1994,3,0.222,1.181
1994,4,0.209,1.168
1994,5,0.271,1.23
1994,6,0.264,1.223
1994,7,0.168,1.127
1994,8,0.181,1.14
1994,9,0.186,1.145
1994,10,0.309,1.268
1994,11,0.308,1.267
1994,12,0.244,1.203
1995,1,0.42,1.379
1995,2,0.597,1.556
1995,3,0.325,1.284
1995,4,0.285,1.244
1995,5,0.216,1.175
1995,6,0.307,1.266
1995,7,0.325,1.284
1995,8,0.355,1.314
1995,9,0.252,1.211
1995,10,0.33,1.289
1995,11,0.319,1.278
1995,12,0.124,1.083
1996,1,0.109,1.068
1996,2,0.321,1.28
1996,3,0.184,1.143
1996,4,0.129,1.088
1996,5,0.219,1.178
1996,6,0.17,1.129
1996,7,0.22,1.179
1996,8,0.203,1.162
1996,9,0.098,1.057
1996,10,0.133,1.092
1996,11,0.145,1.104
1996,12,0.23,1.189
1997,1,0.208,1.167
1997,2,0.317,1.276
1997,3,0.348,1.307
1997,4,0.271,1.23
1997,5,0.287,1.246
1997,6,0.403,1.362
1997,7,0.366,1.325
1997,8,0.438,1.397
1997,9,0.474,1.433
1997,10,0.554,1.513
1997,11,0.496,1.455
1997,12,0.505,1.464
1998,1,0.485,1.444
1998,2,0.761,1.72
1998,3,0.557,1.516
1998,4,0.638,1.597
1998,5,0.574,1.533
1998,6,0.594,1.553
1998,7,0.672,1.631
1998,8,0.599,1.558
1998,9,0.391,1.35
1998,10,0.401,1.36
1998,11,0.297,1.256
1998,12,0.473,1.432
1999,1,0.347,1.306
1999,2,0.588,1.547
1999,3,0.228,1.187
1999,4,0.325,1.284
1999,5,0.244,1.203
1999,6,0.273,1.232
1999,7,0.288,1.247
1999,8,0.222,1.181
1999,9,0.297,1.256
1999,10,0.252,1.211
1999,11,0.235,1.194
1999,12,0.382,1.341
2000,1,0.225,1.184
2000,2,0.454,1.413
2000,3,0.381,1.34
2000,4,0.478,1.437
2000,5,0.279,1.238
2000,6,0.274,1.233
2000,7,0.26,1.219
2000,8,0.357,1.316
2000,9,0.305,1.264
2000,10,0.222,1.181
2000,11,0.16,1.119
2000,12,0.155,1.114
2001,1,0.365,1.324
2001,2,0.325,1.284
2001,3,0.512,1.471
2001,4,0.45,1.409
2001,5,0.414,1.373
2001,6,0.428,1.387
2001,7,0.461,1.42
2001,8,0.5,1.459
2001,9,0.421,1.38
2001,10,0.417,1.376
2001,11,0.609,1.568
2001,12,0.373,1.332
2002,1,0.663,1.622
2002,2,0.705,1.664
2002,3,0.7,1.659
2002,4,0.464,1.423
2002,5,0.426,1.385
2002,6,0.477,1.436
2002,7,0.489,1.448
2002,8,0.449,1.408
2002,9,0.42,1.379
2002,10,0.406,1.365
2002,11,0.45,1.409
2002,12,0.325,1.284
2003,1,0.599,1.558
2003,2,0.453,1.412
2003,3,0.46,1.419
2003,4,0.436,1.395
2003,5,0.478,1.437
2003,6,0.459,1.418
2003,7,0.479,1.438
2003,8,0.55,1.509
2003,9,0.538,1.497
2003,10,0.611,1.57
2003,11,0.457,1.416
2003,12,0.592,1.551
2004,1,0.501,1.46
2004,2,0.61,1.569
2004,3,0.527,1.486
2004,4,0.479,1.438
2004,5,0.311,1.27
2004,6,0.327,1.286
2004,7,0.361,1.32
2004,8,0.397,1.356
2004,9,0.44,1.399
2004,10,0.469,1.428
2004,11,0.601,1.56
2004,12,0.357,1.316
2005,1,0.549,1.508
2005,2,0.395,1.354
2005,3,0.56,1.519
2005,4,0.605,1.564
2005,5,0.521,1.48
2005,6,0.55,1.509
2005,7,0.548,1.507
2005,8,0.541,1.5
2005,9,0.565,1.524
2005,10,0.607,1.566
2005,11,0.628,1.587
2005,12,0.472,1.431
2006,1,0.386,1.345
2006,2,0.563,1.522
2006,3,0.46,1.419
2006,4,0.406,1.365
2006,5,0.402,1.361
2006,6,0.522,1.481
2006,7,0.486,1.445
2006,8,0.531,1.49
2006,9,0.499,1.458
2006,10,0.561,1.52
2006,11,0.542,1.501
2006,12,0.698,1.657
2007,1,0.834,1.793
2007,2,0.56,1.519
2007,3,0.524,1.483
2007,4,0.579,1.538
2007,5,0.448,1.407
2007,6,0.417,1.376
2007,7,0.439,1.398
2007,8,0.44,1.399
2007,9,0.456,1.415
2007,10,0.476,1.435
2007,11,0.385,1.344
2007,12,0.347,1.306
2008,1,0.168,1.127
2008,2,0.241,1.2
2008,3,0.548,1.507
2008,4,0.329,1.288
2008,5,0.337,1.296
2008,6,0.364,1.323
2008,7,0.448,1.407
2008,8,0.431,1.39
2008,9,0.407,1.366
2008,10,0.545,1.504
2008,11,0.523,1.482
2008,12,0.386,1.345
2009,1,0.483,1.442
2009,2,0.439,1.398
2009,3,0.405,1.364
2009,4,0.514,1.473
2009,5,0.445,1.404
2009,6,0.552,1.511
2009,7,0.539,1.498
2009,8,0.592,1.551
2009,9,0.565,1.524
2009,10,0.517,1.476
2009,11,0.547,1.506
2009,12,0.476,1.435
2010,1,0.561,1.52
2010,2,0.576,1.535
2010,3,0.675,1.634
2010,4,0.68,1.639
2010,5,0.59,1.549
2010,6,0.586,1.545
2010,7,0.618,1.577
2010,8,0.542,1.501
2010,9,0.439,1.398
2010,10,0.493,1.452
2010,11,0.59,1.549
2010,12,0.34,1.299
2011,1,0.312,1.271
2011,2,0.326,1.285
2011,3,0.423,1.382
2011,4,0.479,1.438
2011,5,0.386,1.345
2011,6,0.488,1.447
2011,7,0.508,1.467
2011,8,0.488,1.447
2011,9,0.452,1.411
2011,10,0.454,1.413
2011,11,0.348,1.307
2011,12,0.4,1.359
2012,1,0.303,1.262
2012,2,0.297,1.256
2012,3,0.36,1.319
2012,4,0.573,1.532
2012,5,0.573,1.532
2012,6,0.558,1.517
2012,7,0.508,1.467
2012,8,0.537,1.496
2012,9,0.552,1.511
2012,10,0.551,1.51
2012,11,0.549,1.508
2012,12,0.272,1.231
2013,1,0.466,1.425
2013,2,0.496,1.455
2013,3,0.419,1.378
2013,4,0.449,1.408
2013,5,0.524,1.483
2013,6,0.496,1.455
2013,7,0.517,1.476
2013,8,0.542,1.501
2013,9,0.545,1.504
2013,10,0.51,1.469
2013,11,0.657,1.616
2013,12,0.53,1.489
2014,1,0.523,1.482
2014,2,0.321,1.28
2014,3,0.582,1.541
2014,4,0.665,1.624
2014,5,0.605,1.564
2014,6,0.623,1.582
2014,7,0.544,1.503
2014,8,0.675,1.634
2014,9,0.597,1.556
2014,10,0.632,1.591
2014,11,0.498,1.457
2014,12,0.651,1.61
2015,1,0.705,1.664
2015,2,0.688,1.647
2015,3,0.703,1.662
2015,4,0.667,1.626
2015,5,0.707,1.666
2015,6,0.74,1.699
2015,7,0.696,1.655
2015,8,0.738,1.697
2015,9,0.792,1.751
2015,10,0.837,1.796
2015,11,0.836,1.795
2015,12,1.024,1.983
2016,1,0.906,1.865
2016,2,1.068,2.027
2016,3,1.069,2.028
2016,4,0.915,1.874
2016,5,0.688,1.647
2016,6,0.731,1.69
2016,7,0.728,1.687
2016,8,0.77,1.729
2016,9,0.71,1.669
2016,10,0.586,1.545
2016,11,0.524,1.483